show_id,title,movie_duration(min),tv_show_duration(temp)
s761,Fireplace 4K: Crackling Birchwood from Fireplace for Your Home,60.0,
s762,Human: The World Within,,1.0
s763,Sweet & Sour,103.0,
s764,Sweet Tooth,,1.0
s765,Trippin' with the Kandasamys,94.0,
s766,Xtreme,112.0,
s767,Alan Saldaña: Locked Up,49.0,
s768,Creator's File: GOLD,,1.0
s769,Dancing Queens,111.0,
s770,From Stress to Happiness,58.0,
s771,Myriam Fares: The Journey,72.0,
s772,Pretty Guardian Sailor Moon Eternal The Movie,,1.0
s773,Summertime,,2.0
s774,The Girl and the Gun,78.0,
s775,2 Hearts,101.0,
s776,A Perfect Ending,110.0,
s777,American Outlaws,94.0,
s778,And Then Came Lola,70.0,
s779,Attack on Titan,,1.0
s780,Battlefield Earth,118.0,
s781,Ben & Holly's Little Kingdom,,2.0
s782,Black Holes | The Edge of All We Know,99.0,
s783,Bliss,103.0,
s784,Carnaval,95.0,
s785,Cloudburst,93.0,
s786,Cocomelon,,3.0
s787,Company of Heroes,101.0,
s788,Cradle 2 the Grave,101.0,
s789,Domestic Disturbance,89.0,
s790,Downton Abbey,,6.0
s791,Dream/Killer,109.0,
s792,Felon,104.0,
s793,Flipped,90.0,
s794,Fools Rush In,109.0,
s795,Gold Statue,145.0,
s796,Happy Endings,,3.0
s797,Hostel: Part III,88.0,
s798,I Am Sam,132.0,
s799,Love Jones,109.0,
s800,Million Dollar Baby,133.0,
s801,Mosquita y Mari,85.0,
s802,Never Back Down 2: The Beatdown,104.0,
s803,Ninja Assassin,99.0,
s804,Ouran High School Host Club,,1.0
s805,Population 436,93.0,
s806,Racket Boys,,1.0
s807,Seven Souls in the Skull Castle: Season Moon Jogen,204.0,
s808,Seven Souls in the Skull Castle: Season Moon Kagen,212.0,
s809,Sniper: Legacy,98.0,
s810,Starsky & Hutch,101.0,
s811,Streets of Fire,94.0,
s812,Super Monsters: Once Upon a Rhyme,25.0,
s813,Swordfish,99.0,
s814,The Adventures of Sonic the Hedgehog,,1.0
s815,The Four Seasons,108.0,
s816,The Girl King,106.0,
s817,The Interpreter,128.0,
s818,The Meddler,104.0,
s819,The Mirror Has Two Faces,127.0,
s820,The Outlaw Josey Wales,136.0,
s821,The Platform,,3.0
s822,The Wedding Guest,97.0,
s823,The Wind,88.0,
s824,Then Came You,97.0,
s825,Welcome Home,97.0,
s826,Dirty John,,2.0
s827,Bo Burnham: Inside,88.0,
s828,One Lagos Night,103.0,
s829,Collateral Beauty,97.0,
s830,Dog Gone Trouble,88.0,
s831,The Kominsky Method,,3.0
s832,The Least Expected Day: Inside the Movistar Team 2019,,2.0
s833,Word of Honor,,1.0
s834,Black Space,,1.0
s835,Blue Miracle,97.0,
s836,Eden,,1.0
s837,Ghost Lab,118.0,
s838,Ragnarok,,2.0
s839,Soy Rada: Serendipity,70.0,
s840,The Day I lost My Shadow,91.0,
s841,Baggio: The Divine Ponytail,92.0,
s842,Gatao - The Last Stray,120.0,
s843,High on the Hog: How African American Cuisine Transformed America,,1.0
s844,JoJo's Bizarre Adventure,,3.0
s845,Nail Bomber: Manhunt,73.0,
s846,A Place in the Stars,110.0,
s847,Home,94.0,
s848,Mad for Each Other,,1.0
s849,Master of None,,3.0
s850,Sam Smith: Love Goes - Live at Abbey Road Studios,61.0,
s851,99 Songs,131.0,
s852,99 Songs (Tamil),131.0,
s853,99 Songs (Telugu),131.0,
s854,Army of the Dead,148.0,
s855,Creating an Army of the Dead,29.0,
s856,Jurassic World Camp Cretaceous,,3.0
s857,Strain,107.0,
s858,The Neighbor,,2.0
s859,678,99.0,
s860,Asmaa,92.0,
s861,Hating Peter Tatchell,91.0,
s862,Little Singham Future mein Satakli,47.0,
s863,Special,,2.0
s864,Spy Kids: All the Time in the World,88.0,
s865,Taxi No. 9211,116.0,
s866,Sabotage,109.0,
s867,Small Town Crime,92.0,
s868,The Last Days,87.0,
s869,The Magic School Bus,,1.0
s870,Who Killed Sara?,,2.0
s871,Amy Tan: Unintended Memoir,101.0,
s872,Sardar Ka Grandson,140.0,
s873,Sleight,89.0,
s874,Ahaan,81.0,
s875,Booba: Food Puzzle,,1.0
s876,Love or Money,116.0,
s877,Alma Matters,,1.0
s878,Cinema Bandi,99.0,
s879,Ferry,107.0,
s880,Halston,,1.0
s881,Haunted,,3.0
s882,I Am All Girls,107.0,
s883,Jungle Beat: The Movie,90.0,
s884,"Love, Death & Robots",,2.0
s885,Move to Heaven,,1.0
s886,Table Manners,104.0,
s887,The Mystic River,,1.0
s888,The Strange House,100.0,
s889,The Upshaws - The Afterparty,32.0,
s890,The Woman in the Window,102.0,
s891,Castlevania,,4.0
s892,Layer Cake,105.0,
s893,Tottaa Pataaka Item Maal,107.0,
s894,Wave of Cinema: Filosofi Kopi,64.0,
s895,Dance of the Forty One,99.0,
s896,Oxygen,102.0,
s897,The Upshaws,,1.0
s898,Use For My Talent,,1.0
s899,Dear Affy,126.0,
s900,Illegal Woman,119.0,
s901,"Money, Explained",,1.0
s902,Deadly Switch,86.0,
s903,Mine,,1.0
s904,Nayattu,122.0,
s905,Sleepless,95.0,
s906,Super Me,104.0,
s907,Have You Ever Seen Fireflies? - Theatre Play,118.0,
s908,In Our Mothers' Gardens,85.0,
s909,Jupiter's Legacy,,1.0
s910,Milestone,98.0,
s911,Monster,99.0,
s912,Sab Jholmaal Hai,,2.0
s913,The Circle - The Afterparty,35.0,
s914,Time to Dance,107.0,
s915,Unrest,97.0,
s916,And Tomorrow the Entire World,112.0,
s917,Dead Man Down,118.0,
s918,Framing John DeLorean,109.0,
s919,Lava Ka Dhaava,,1.0
s920,The Sons of Sam: A Descent into Darkness,,1.0
s921,Selena: The Series,,2.0
s922,StartUp,,3.0
s923,The Clovehitch Killer,109.0,
s924,Trash Truck,,2.0
s925,Aliens Stole My Body,88.0,
s926,Angelina Ballerina,,2.0
s927,Au coeur des gangs,97.0,
s928,Barney and Friends,,2.0
s929,Best of the Best,97.0,
s930,Dead Again in Tombstone,99.0,
s931,Due Date,95.0,
s932,Fun with Dick & Jane,91.0,
s933,Green Zone,115.0,
s934,Hachi: A Dog's Tale,93.0,
s935,JT LeRoy,109.0,
s936,Madagascar 3: Europe's Most Wanted,96.0,
s937,Miniforce: Super Dino Power,,1.0
s938,Motu Patlu in Dragon's World,78.0,
s939,Motu Patlu in the Game of Zones,87.0,
s940,Motu Patlu in Wonderland,76.0,
s941,Motu Patlu: Deep Sea Adventure,76.0,
s942,Motu Patlu: Mission Moon,71.0,
s943,Mystic River,138.0,
s944,Never Back Down,113.0,
s945,S.M.A.R.T Chase,94.0,
s946,Sitting in Limbo,89.0,
s947,Stargate,121.0,
s948,State of Play,127.0,
s949,Swiped,94.0,
s950,The Darkest Hour,89.0,
s951,The Lovely Bones,136.0,
s952,The Sweetest Thing,89.0,
s953,The Whole Nine Yards,99.0,
s954,The Whole Truth,93.0,
s955,The Yeti Adventures,85.0,
s956,Under Siege,102.0,
s957,Zack and Miri Make a Porno,101.0,
s958,Pet Stars,,1.0
s959,Seven,113.0,
s960,The Disciple,128.0,
s961,The Innocent,,1.0
s962,The Mitchells vs. The Machines,114.0,
s963,The Strangers: Prey at Night,85.0,
s964,The Unremarkable Juanquini,,2.0
s965,Things Heard & Seen,121.0,
s966,Yasuke,,1.0
s967,Get the Grift,95.0,
s968,Headspace Guide to Sleep,,1.0
s969,Sexify,,1.0
s970,August: Osage County,121.0,
s971,Battle: Los Angeles,116.0,
s972,Between Worlds,91.0,
s973,Fatma,,1.0
s974,One,149.0,
s975,Ram Prasad Ki Tehrvi,113.0,
s976,Shadow and Bone - The Afterparty,33.0,
s977,Among Family,127.0,
s978,Dedemin Fisi,101.0,
s979,Deliha,102.0,
s980,Düğün Dernek,102.0,
s981,Dügün Dernek 2: Sünnet,107.0,
s982,G.O.R.A,123.0,
s983,Hayat Öpücügü,98.0,
s984,Heroes: Silence and Rock & Roll,95.0,
s985,Kara Bela,101.0,
s986,Kocan Kadar Konus,104.0,
s987,Kocan Kadar Konus 2: Dirilis,104.0,
s988,Legal Hash,103.0,
s989,Let's Fight Ghost,,1.0
s990,My Travel Buddy,111.0,
s991,Niyazi Gül Dörtnala,102.0,
s992,One Like It,15.0,
s993,Perfume Imaginary Museum “Time Warp”,54.0,
s994,Shadow and Bone,,1.0
s995,This Lady Called Life,120.0,
s996,Vizontele,106.0,
s997,HOMUNCULUS,116.0,
s998,Life in Color with David Attenborough,,1.0
s999,Searching For Sheela,58.0,
s1000,Stowaway,116.0,
s1001,Wild Dog,126.0,
s1002,Oloibiri,86.0,
s1003,Tell Me When,97.0,
s1004,Zero,,1.0
s1005,Izzy's Koala World,,2.0
s1006,Keymon and Nani in Space Adventure,76.0,
s1007,Motu Patlu Dino Invasion,80.0,
s1008,Motu Patlu in Octupus World,81.0,
s1009,Motu Patlu VS Robo Kids,84.0,
s1010,Rudra: Secret of the Black Moon,87.0,
s1011,Rudra: The Rise of King Pharaoh,91.0,
s1012,Free to Play,76.0,
s1013,Luis Miguel - The Series,,2.0
s1014,Miss Sloane,132.0,
s1015,PJ Masks,,3.0
s1016,American Me,126.0,
s1017,Delhi Belly,101.0,
s1018,Dhobi Ghat (Mumbai Diaries),102.0,
s1019,Jaane Tu... Ya Jaane Na,147.0,
s1020,Lagaan,224.0,
s1021,Madness in the Desert,141.0,
s1022,Peepli Live,109.0,
s1023,Taare Zameen Par,162.0,
s1024,Ajeeb Daastaans,142.0,
s1025,Arlo the Alligator Boy,93.0,
s1026,Bakugan: Geogan Rising,,1.0
s1027,Barbie & Chelsea: The Lost Birthday,60.0,
s1028,Crimson Peak,119.0,
s1029,Dad Stop Embarrassing Me - The Afterparty,37.0,
s1030,Doctor Bello,96.0,
s1031,Four Sisters Before the Wedding,116.0,
s1032,Into the Beat,102.0,
s1033,Love Naggers,,1.0
s1034,Rush,123.0,
s1035,Synchronic,102.0,
s1036,The Zookeeper's Wife,127.0,
s1037,Time Trap,88.0,
s1038,Tuesdays & Fridays,106.0,
s1039,Dancing Angels,,1.0
s1040,Dark City Beneath the Beat,65.0,
s1041,Durarara!!,,1.0
s1042,GANTZ:O,96.0,
s1043,Garth Brooks: The Road I’m On,,1.0
s1044,Gilmore Girls,,7.0
s1045,High-Rise Invasion,,1.0
s1046,Next in Fashion,,1.0
s1047,Only Mine,88.0,
s1048,Peasants Rebellion,,1.0
s1049,Power Players,,3.0
s1050,Ricky Zoom,,1.0
s1051,Ride or Die,143.0,
s1052,Sonic X,,2.0
s1053,The Master,137.0,
s1054,Time Is Illmatic,75.0,
s1055,Wave of Cinema: One Day We'll Talk About Today,71.0,
s1056,Zoot Suit,103.0,
s1057,Ajaibnya Cinta,,1.0
s1058,Dad Stop Embarrassing Me!,,1.0
s1059,Fate: The Winx Saga,,1.0
s1060,House of Cards,,6.0
s1061,Indian Matchmaking,,1.0
s1062,Jeffrey Epstein: Filthy Rich,,1.0
s1063,Law School,,1.0
s1064,Living with Yourself,,1.0
s1065,Signal,,1.0
s1066,Slasher,,3.0
s1067,The Soul,130.0,
s1068,The Underclass,,1.0
s1069,Unnatural Selection,,1.0
s1070,Uppena,145.0,
s1071,Why Did You Kill Me?,84.0,
s1072,Motu Patlu in Hong Kong: Kung Fu Kings 3,84.0,
s1073,Motu Patlu in the City of Gold,77.0,
s1074,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,86.0,
s1075,Motu Patlu the Superheroes – Super Villains from Mars,79.0,
s1076,My Love: Six Stories of True Love,,1.0
s1077,Shiva VS Autobots,80.0,
s1078,Shiva: Journey to Plunotaria,81.0,
s1079,Shiva: The Secret World Of Vedas City,78.0,
s1080,The Baker and the Beauty,,1.0
s1081,New Gods: Nezha Reborn,118.0,
s1082,"Nicky, Ricky, Dicky & Dawn",,4.0
s1083,Don't be the First one,,1.0
s1084,The Stand-In,102.0,
s1085,Heaven Official's Blessing,,1.0
s1086,Night in Paradise,132.0,
s1087,Ojukokoro: Greed,108.0,
s1088,Roohi,133.0,
s1089,Thunder Force,107.0,
s1090,Two Distant Strangers,32.0,
s1091,Story of Kale: When Someone's in Love,78.0,
s1092,The Way of the Househusband,,1.0
s1093,Dolly Parton: A MusiCares Tribute,55.0,
s1094,The Big Day,,2.0
s1095,The Wedding Coach,,1.0
s1096,This Is a Robbery: The World's Biggest Art Heist,,1.0
s1097,The Last Kids on Earth: Happy Apocalypse to You,92.0,
s1098,Coded Bias,86.0,
s1099,Mandela,140.0,
s1100,The Fisherman's Diary,143.0,
s1101,What Lies Below,88.0,
s1102,Escape from Planet Earth,89.0,
s1103,Accepted,93.0,
s1104,Air Strike,97.0,
s1105,An American Girl: McKenna Shoots for the Stars,94.0,
s1106,Concrete Cowboy,112.0,
s1107,Cross: Rise of the Villains,100.0,
s1108,God Calling,120.0,
s1109,Irul,91.0,
s1110,Just Say Yes,98.0,
s1111,Madame Claude,113.0,
s1112,Wild Child,98.0,
s1113,Woody Woodpecker,91.0,
s1114,2012,158.0,
s1115,3 Idiots,164.0,
s1116,Ferrari Ki Sawaari,133.0,
s1117,Glimpses of a Future,,1.0
s1118,Ibrahim a Fate to Define,75.0,
s1119,Insidious,103.0,
s1120,Into the Grizzly Maze,90.0,
s1121,Kingsglaive: Final Fantasy XV,116.0,
s1122,Legally Blonde,96.0,
s1123,Madam Chief Minister,121.0,
s1124,Magical Andes,,2.0
s1125,Maximum Risk,101.0,
s1126,Murder Maps,,2.0
s1127,My Fair Lady,173.0,
s1128,Prank Encounters,,2.0
s1129,S.W.A.T.: Under Siege,89.0,
s1130,Secrets of Great British Castles,,2.0
s1131,Seven Souls in the Skull Castle: Season Bird,182.0,
s1132,Seven Souls in the Skull Castle: Season Flower,181.0,
s1133,Seven Souls in the Skull Castle: Season Wind,185.0,
s1134,Sniper: Ghost Shooter,99.0,
s1135,Starship Troopers: Traitor of Mars,88.0,
s1136,Takers,107.0,
s1137,Tersanjung the Movie,114.0,
s1138,The Knight and the Princess,96.0,
s1139,The Pianist,149.0,
s1140,The Stepfather,102.0,
s1141,Universal Soldier: The Return,83.0,
s1142,Wazir,98.0,
s1143,White Boy,83.0,
s1144,Worn Stories,,1.0
s1145,Yes Man,104.0,
s1146,At Eternity's Gate,111.0,
s1147,Haunted: Latin America,,1.0
s1148,Not a Game,98.0,
s1149,Robocar Poli,,2.0
s1150,Yu-Gi-Oh!,,1.0
s1151,7 Yards: The Chris Norton Story,93.0,
s1152,Octonauts & the Ring of Fire,73.0,
s1153,Rainbow High,,1.0
s1154,Mandela: Long Walk to Freedom,141.0,
s1155,Lawless,116.0,
s1156,Marked,21.0,
s1157,A Week Away,98.0,
s1158,Bad Trip,87.0,
s1159,Big Time Rush,,4.0
s1160,Black Is Beltza,87.0,
s1161,Croupier,95.0,
s1162,Elizabeth and Margaret: Love and Loyalty,87.0,
s1163,Keeping the Bees,93.0,
s1164,Magic for Humans Spain,,1.0
s1165,Ni de coña,97.0,
s1166,Pagglait,114.0,
s1167,The Irregulars,,1.0
s1168,Caught by a Wave,100.0,
s1169,DOTA: Dragon's Blood,,1.0
s1170,Pui Pui Molcar,,1.0
s1171,Secret Magic Control Agency,105.0,
s1172,Seaspiracy,90.0,
s1173,Loyiso Gola: Unlearning,60.0,
s1174,Men on a Mission,,6.0
s1175,Navillera,,1.0
s1176,Philomena,98.0,
s1177,Any Crybabies Around?,108.0,
s1178,Hospital,90.0,
s1179,Jiu Jitsu,102.0,
s1180,Mighty Morphin Power Rangers,,4.0
s1181,Alien TV,,2.0
s1182,Country Comfort,,1.0
s1183,Formula 1: Drive to Survive,,3.0
s1184,Reframe THEATER EXPERIENCE with you,84.0,
s1185,The Yin Yang Master,120.0,
s1186,Who's the Boss,106.0,
s1187,B: The Beginning,,2.0
s1188,Deadly Illusions,115.0,
s1189,Get the Goat,98.0,
s1190,Nate Bargatze: The Greatest Average American,60.0,
s1191,Skylines,113.0,
s1192,The Fluffy Movie,101.0,
s1193,The Present,24.0,
s1194,Wave of Cinema: 90's Generation,51.0,
s1195,Catch.er,80.0,
s1196,Operation Varsity Blues: The College Admissions Scandal,100.0,
s1197,Under Suspicion: Uncovering the Wesphael Case,,1.0
s1198,Get on Up,139.0,
s1199,RebellComedy: Straight Outta the Zoo,74.0,
s1200,Savages,131.0,
s1201,Waffles + Mochi,,1.0
s1202,Abla Fahita: Drama Queen,,1.0
s1203,C/O Kaadhal,131.0,
s1204,The BFG,118.0,
s1205,The Last Blockbuster,87.0,
s1206,The Lost Pirate Kingdom,,1.0
s1207,Zero Chill,,1.0
s1208,Audrey,101.0,
s1209,Çarsi Pazar,97.0,
s1210,Just In Time,92.0,
s1211,Love Alarm,,2.0
s1212,Mucize,136.0,
s1213,Paper Lives,97.0,
s1214,Paradise PD,,3.0
s1215,Quiet,103.0,
s1216,Romantik Komedi,110.0,
s1217,Romantik Komedi 2: Bekarlığa Veda,105.0,
s1218,The One,,1.0
s1219,YES DAY,90.0,
s1220,You're Everything To Me,107.0,
s1221,Coven of Sisters,92.0,
s1222,Generasi 90an: Melankolia,94.0,
s1223,The Block Island Sound,99.0,
s1224,Dealer,,1.0
s1225,Last Chance U: Basketball,,1.0
s1226,Marriage or Mortgage,,1.0
s1227,The Houseboat,,1.0
s1228,Bombay Begums,,1.0
s1229,Bombay Rose,97.0,
s1230,My Way,,1.0
s1231,Aelay,151.0,
s1232,City of Ghosts,,1.0
s1233,Dogwashers,108.0,
s1234,Fate of Alakada,113.0,
s1235,Nevenka: Breaking the Silence,,1.0
s1236,Pokémon Journeys: The Series,,4.0
s1237,Sentinelle,81.0,
s1238,Mariposa,116.0,
s1239,Pacific Rim: The Black,,1.0
s1240,Parker,119.0,
s1241,Safe Haven,116.0,
s1242,Moxie,112.0,
s1243,Murder Among the Mormons,,1.0
s1244,Black or White,121.0,
s1245,Indoo Ki Jawani,115.0,
s1246,Word Party,,5.0
s1247,A Perfect Day For Arsenide,,1.0
s1248,Banyuki,182.0,
s1249,Biggie: I Got a Story to Tell,98.0,
s1250,Blanche Gardin: The All-Nighter,96.0,
s1251,Connected,42.0,
s1252,Dances with Wolves,181.0,
s1253,How to Be Really Bad,100.0,
s1254,LEGO Marvel Spider-Man: Vexed by Venom,22.0,
s1255,Rain Man,134.0,
s1256,Seven Souls in the Skull Castle 2011,177.0,
s1257,Tenacious D in The Pick of Destiny,94.0,
s1258,TIGER & BUNNY,,1.0
s1259,Bigfoot Family,88.0,
s1260,Captain Fantastic,119.0,
s1261,Crazy About Her,107.0,
s1262,Fuga,112.0,
s1263,Ginny & Georgia - The Afterparty,35.0,
s1264,No Escape,103.0,
s1265,Our Idiot Brother,90.0,
s1266,The Girl on the Train,120.0,
s1267,Tony Manero,97.0,
s1268,Who Am I,102.0,
s1269,El final del paraíso,,1.0
s1270,Geez & Ann,106.0,
s1271,Sin senos sí hay paraíso,,3.0
s1272,The Last Bastion,,1.0
s1273,Age of Samurai: Battle for Japan,,1.0
s1274,"Blue, Painful, Fragile",119.0,
s1275,Canine Intervention,,1.0
s1276,Ginny & Georgia,,1.0
s1277,M8 - When Death Rescues Life,84.0,
s1278,Two Sentence Horror Stories,,2.0
s1279,Brian Regan: On the Rocks,58.0,
s1280,Made You Look: A True Story About Fake Art,90.0,
s1281,Pelé,109.0,
s1282,Red,143.0,
s1283,Zindagi in Short,,1.0
s1284,The Conjuring,112.0,
s1285,The Conjuring 2,134.0,
s1286,Vincenzo,,1.0
s1287,Classmates Minus,123.0,
s1288,Fate: The Winx Saga - The Afterparty,36.0,
s1289,Operation Finale,123.0,
s1290,Wave of Cinema: Surat dari Timur,58.0,
s1291,I Care a Lot,118.0,
s1292,Love,91.0,
s1293,Perú: Tesoro escondido,76.0,
s1294,Pitta Kathalu,,1.0
s1295,Tribes of Europa,,1.0
s1296,Eeb Allay Ooo!,97.0,
s1297,"Hello, Me!",,1.0
s1298,No Escape Room,85.0,
s1299,Sisyphus,,1.0
s1300,Thus Spoke Kishibe Rohan,,1.0
s1301,Amend: The Fight for America,,1.0
s1302,Behind Her Eyes,,1.0
s1303,MeatEater,,4.0
s1304,The Most Unknown,92.0,
s1305,Animals on the Loose: A You vs. Wild Movie,139.0,
s1306,Awara Paagal Deewana,162.0,
s1307,Good Girls,,3.0
s1308,The Resurrection of Gavin Stone,92.0,
s1309,Booba,,4.0
s1310,"My Teacher, My Obsession",86.0,
s1311,The Crew,,1.0
s1312,Namaste Wahala,107.0,
s1313,Monsoon,85.0,
s1314,Buried by the Bernards,,1.0
s1315,Chappelle's Show,,2.0
s1316,Hate by Dani Rovira,83.0,
s1317,Mundina Nildana,104.0,
s1318,Nadiya Bakes,,1.0
s1319,To All The Boys: Always And Forever,116.0,
s1320,Xico's Journey,87.0,
s1321,Capitani,,1.0
s1322,El Chema,,1.0
s1323,Growing up and other problems,91.0,
s1324,Layla Majnun,119.0,
s1325,Middle of Nowhere,102.0,
s1326,Red Dot,86.0,
s1327,Squared Love,102.0,
s1328,This Is the Life,98.0,
s1329,Crime Scene: The Vanishing at the Cecil Hotel,,1.0
s1330,The Misadventures of Hedi and Cokeman,99.0,
s1331,The World We Make,108.0,
s1332,Five Came Back: The Reference Films,,1.0
s1333,ICarly,,2.0
s1334,War Dogs,114.0,
s1335,Monster Run,104.0,
s1336,The Sinner,,3.0
s1337,Blanche Gardin: I talk to myself,88.0,
s1338,Doob: No Bed of Roses,104.0,
s1339,Hache,,2.0
s1340,Invisible City,,1.0
s1341,Little Big Women,123.0,
s1342,Malcolm & Marie,106.0,
s1343,Space Sweepers,138.0,
s1344,"Strip Down, Rise Up",113.0,
s1345,The Last Paradiso,107.0,
s1346,The Yin-Yang Master: Dream Of Eternity,133.0,
s1347,All My Friends Are Dead,97.0,
s1348,Black Beach,116.0,
s1349,Firefly Lane,,1.0
s1350,"Pablo Escobar, el patrón del mal",,1.0
s1351,Power Rangers Ninja Steel,,2.0
s1352,"Our Lady of San Juan, Four Centuries of Miracles",123.0,
s1353,Tiffany Haddish Presents: They Ready,,2.0
s1354,Beverly Hills Ninja,89.0,
s1355,Heartland,,13.0
s1356,Love Daily,,1.0
s1357,My Dead Ex,,1.0
s1358,Rocks,93.0,
s1359,Shutter Island,139.0,
s1360,The Bank Job,112.0,
s1361,The House Arrest of Us,,1.0
s1362,The Unsettling,,1.0
s1363,Total Drama,,7.0
s1364,Zac and Mia,,2.0
s1365,Zathura,101.0,
s1366,Zig & Sharko,,2.0
s1367,Fatima,113.0,
s1368,Hell Fest,89.0,
s1369,Below Zero,107.0,
s1370,Finding ‘Ohana,123.0,
s1371,The Dig,113.0,
s1372,We Are: The Brooklyn Saints,,1.0
s1373,June & Kopi,90.0,
s1374,50M2,,1.0
s1375,Accomplice,52.0,
s1376,BONDING,,2.0
s1377,Kilometers and Kilometers,127.0,
s1378,Outlander,,4.0
s1379,Penguin Bloom,95.0,
s1380,Black Rose,121.0,
s1381,Go Dog Go,,1.0
s1382,Hire a Woman,108.0,
s1383,She Is,102.0,
s1384,Blown Away,,2.0
s1385,Busted!,,3.0
s1386,Demon Slayer: Kimetsu no Yaiba,,1.0
s1387,So My Grandma’s a Lesbian!,95.0,
s1388,The Next Three Days,133.0,
s1389,The White Tiger,127.0,
s1390,Friendsgiving,95.0,
s1391,The Shadow of Violence,101.0,
s1392,Cut Throat City,123.0,
s1393,Daughter From Another Mother,,1.0
s1394,Sightless,89.0,
s1395,Spycraft,,1.0
s1396,Hello Ninja,,4.0
s1397,Homefront,100.0,
s1398,A Monster Calls,108.0,
s1399,Death of Me,94.0,
s1400,Radium Girls,103.0,
s1401,Bling Empire,,1.0
s1402,Carmen Sandiego,,4.0
s1403,Disenchantment,,3.0
s1404,Double Dad,105.0,
s1405,Henry Danger,,3.0
s1406,Outside the Wire,116.0,
s1407,Penguins of Madagascar: The Movie,92.0,
s1408,Pinkfong & Baby Shark's Space Adventure,65.0,
s1409,The Magicians,,5.0
s1410,The Vanished,115.0,
s1411,Tribhanga - Tedhi Medhi Crazy,96.0,
s1412,What Would Sophia Loren Do?,32.0,
s1413,Wish You,102.0,
s1414,Tanda Tanya,102.0,
s1415,The Heartbreak Club,101.0,
s1416,An Imperfect Murder,71.0,
s1417,Night Stalker: The Hunt for a Serial Killer,,1.0
s1418,Al acecho,81.0,
s1419,Chris Rock Total Blackout: The Tamborine Extended Cut,98.0,
s1420,Last Tango in Halifax,,4.0
s1421,"Crack: Cocaine, Corruption & Conspiracy",90.0,
s1422,The Intouchables,112.0,
s1423,Apaharan,161.0,
s1424,BluffMaster!,129.0,
s1425,Charming,85.0,
s1426,Creating The Queen's Gambit,14.0,
s1427,Gangaajal,148.0,
s1428,Inside the World’s Toughest Prisons,,5.0
s1429,Is Love Enough? Sir,99.0,
s1430,Mighty Little Bheem: Kite Festival,,1.0
s1431,Pretend It’s a City,,1.0
s1432,Stuck Apart,97.0,
s1433,The Idhun Chronicles,,2.0
s1434,100% Halal,101.0,
s1435,Leap!,89.0,
s1436,Pieces of a Woman,128.0,
s1437,Ratones Paranoicos: The Band that Rocked Argentina,76.0,
s1438,Surviving Death,,1.0
s1439,Tony Parker: The Final Shot,99.0,
s1440,History of Swear Words,,1.0
s1441,Nailed It! Mexico,,3.0
